city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Bengaluru, India",2014-05-03,Silver,Food,F,282970,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2014-05-03,Platinum,Bills,F,79559,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Pen, India",2014-05-03,Silver,Food,M,59894,2014-05,"Pen, India_Silver_M",Inactive Customers
"Kalyan-Dombivali, India",2014-05-03,Signature,Entertainment,M,14044,2014-05,"Kalyan-Dombivali, India_Signature_M",Regular Customers
"Bhadrak, India",2014-05-04,Gold,Entertainment,M,137266,2014-05,"Bhadrak, India_Gold_M",Inactive Customers
"Mangrol, India",2014-05-04,Gold,Entertainment,M,88605,2014-05,"Mangrol, India_Gold_M",Regular Customers
"Mudhol, India",2014-05-04,Signature,Entertainment,F,21596,2014-05,"Mudhol, India_Signature_F",Inactive Customers
"Gudivada, India",2014-05-04,Platinum,Entertainment,M,178754,2014-05,"Gudivada, India_Platinum_M",Inactive Customers
"Kendrapara, India",2014-05-04,Signature,Bills,F,186359,2014-05,"Kendrapara, India_Signature_F",Regular Customers
"Chennai, India",2014-05-04,Signature,Food,M,198249,2014-05,"Chennai, India_Signature_M",Regular Customers
"Delhi, India",2014-05-04,Silver,Entertainment,F,102421,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-04,Gold,Fuel,F,178701,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Delhi, India",2014-05-04,Signature,Grocery,M,62412,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Ahmedabad, India",2014-05-04,Silver,Food,F,282754,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-04,Platinum,Bills,F,257974,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2014-05-04,Gold,Bills,F,287207,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Lakheri, India",2014-05-04,Signature,Bills,F,163010,2014-05,"Lakheri, India_Signature_F",Regular Customers
"Bengaluru, India",2014-05-04,Platinum,Grocery,M,96896,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2014-05-04,Platinum,Grocery,M,193972,2014-05,"Ahmedabad, India_Platinum_M",High-Value Customers
"Wai, India",2014-05-04,Platinum,Grocery,F,26551,2014-05,"Wai, India_Platinum_F",Inactive Customers
"Arvi, India",2014-05-04,Silver,Bills,F,272800,2014-05,"Arvi, India_Silver_F",Regular Customers
"Greater Mumbai, India",2014-05-04,Platinum,Fuel,M,260093,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Lucknow, India",2014-05-04,Silver,Fuel,F,126338,2014-05,"Lucknow, India_Silver_F",Regular Customers
"Bengaluru, India",2014-05-04,Platinum,Bills,F,132646,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Vyara, India",2014-05-04,Signature,Bills,F,126093,2014-05,"Vyara, India_Signature_F",Regular Customers
"Lucknow, India",2014-05-04,Platinum,Travel,F,100988,2014-05,"Lucknow, India_Platinum_F",Regular Customers
"Bengaluru, India",2014-05-04,Silver,Food,F,98885,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Bengaluru, India",2014-05-04,Gold,Food,F,77839,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Kanpur, India",2014-05-04,Gold,Food,M,241024,2014-05,"Kanpur, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-04,Silver,Grocery,F,47975,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Vadalur, India",2014-05-04,Signature,Fuel,M,231814,2014-05,"Vadalur, India_Signature_M",Regular Customers
"Ahmedabad, India",2014-05-04,Platinum,Fuel,F,176991,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Chennai, India",2014-05-04,Gold,Entertainment,M,266619,2014-05,"Chennai, India_Gold_M",Regular Customers
"Pratapgarh, India",2014-05-04,Signature,Food,F,54767,2014-05,"Pratapgarh, India_Signature_F",Inactive Customers
"Delhi, India",2014-05-04,Signature,Fuel,M,51590,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Bengaluru, India",2014-05-04,Platinum,Bills,M,26322,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Kanpur, India",2014-05-04,Gold,Fuel,F,106940,2014-05,"Kanpur, India_Gold_F",Regular Customers
"Nasirabad, India",2014-05-04,Platinum,Food,M,239726,2014-05,"Nasirabad, India_Platinum_M",Regular Customers
"Rath, India",2014-05-04,Signature,Grocery,F,266033,2014-05,"Rath, India_Signature_F",Regular Customers
"Delhi, India",2014-05-04,Gold,Entertainment,F,61087,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2014-05-04,Silver,Grocery,M,27046,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Thuraiyur, India",2014-05-04,Signature,Entertainment,F,227260,2014-05,"Thuraiyur, India_Signature_F",Inactive Customers
"Bengaluru, India",2014-05-04,Silver,Entertainment,F,76216,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Bengaluru, India",2014-05-04,Silver,Food,F,142498,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Tadpatri, India",2014-05-05,Silver,Fuel,M,176047,2014-05,"Tadpatri, India_Silver_M",Regular Customers
"Unnao, India",2014-05-05,Platinum,Entertainment,F,227655,2014-05,"Unnao, India_Platinum_F",Inactive Customers
"Bengaluru, India",2014-05-05,Gold,Entertainment,F,196545,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Tanuku, India",2014-05-05,Signature,Entertainment,F,7211,2014-05,"Tanuku, India_Signature_F",Regular Customers
"Greater Mumbai, India",2014-05-05,Silver,Food,M,159874,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Sinnar, India",2014-05-05,Gold,Grocery,M,154289,2014-05,"Sinnar, India_Gold_M",Regular Customers
"Greater Mumbai, India",2014-05-05,Silver,Entertainment,M,93961,2014-05,"Greater Mumbai, India_Silver_M",High-Value Customers
"Pune, India",2014-05-05,Gold,Entertainment,F,91174,2014-05,"Pune, India_Gold_F",Regular Customers
"Delhi, India",2014-05-05,Signature,Fuel,F,277817,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Ahmedabad, India",2014-05-05,Silver,Entertainment,F,260137,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Neemuch, India",2014-05-05,Silver,Bills,M,6695,2014-05,"Neemuch, India_Silver_M",Inactive Customers
"Arakkonam, India",2014-05-05,Gold,Entertainment,F,96000,2014-05,"Arakkonam, India_Gold_F",Inactive Customers
"Bengaluru, India",2014-05-05,Gold,Entertainment,M,94431,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Lonavla, India",2014-05-05,Platinum,Food,M,207574,2014-05,"Lonavla, India_Platinum_M",Regular Customers
"Kasaragod, India",2014-05-05,Silver,Bills,M,135863,2014-05,"Kasaragod, India_Silver_M",Inactive Customers
"Delhi, India",2014-05-05,Platinum,Bills,F,186358,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Kolkata, India",2014-05-05,Signature,Bills,F,202324,2014-05,"Kolkata, India_Signature_F",Regular Customers
"Delhi, India",2014-05-05,Platinum,Fuel,F,178596,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Bengaluru, India",2014-05-05,Platinum,Bills,M,131247,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Bengaluru, India",2014-05-05,Gold,Food,F,238404,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Delhi, India",2014-05-05,Platinum,Grocery,M,9972,2014-05,"Delhi, India_Platinum_M",High-Value Customers
"Chennai, India",2014-05-05,Silver,Food,M,38341,2014-05,"Chennai, India_Silver_M",Regular Customers
"Ahmedabad, India",2014-05-05,Silver,Food,M,78729,2014-05,"Ahmedabad, India_Silver_M",High-Value Customers
"Bengaluru, India",2014-05-05,Signature,Bills,M,27039,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Amravati, India",2014-05-05,Silver,Bills,F,191696,2014-05,"Amravati, India_Silver_F",Regular Customers
"Bengaluru, India",2014-05-05,Platinum,Fuel,M,67461,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Bengaluru, India",2014-05-05,Gold,Grocery,M,277181,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Bengaluru, India",2014-05-05,Gold,Entertainment,F,109579,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Ahmedabad, India",2014-05-05,Silver,Food,M,142417,2014-05,"Ahmedabad, India_Silver_M",High-Value Customers
"Nokha, India",2014-05-05,Gold,Entertainment,F,208061,2014-05,"Nokha, India_Gold_F",Regular Customers
"Jaipur, India",2014-05-05,Gold,Travel,M,32983,2014-05,"Jaipur, India_Gold_M",Regular Customers
"Surat, India",2014-05-05,Platinum,Travel,M,88774,2014-05,"Surat, India_Platinum_M",Regular Customers
"Sardhana, India",2014-05-05,Platinum,Entertainment,M,294740,2014-05,"Sardhana, India_Platinum_M",Regular Customers
"Pipar City, India",2014-05-05,Gold,Food,F,295002,2014-05,"Pipar City, India_Gold_F",Regular Customers
"Bengaluru, India",2014-05-05,Gold,Entertainment,F,277027,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Anakapalle, India",2014-05-05,Gold,Bills,F,66672,2014-05,"Anakapalle, India_Gold_F",Inactive Customers
"Vedaranyam, India",2014-05-05,Gold,Grocery,M,150725,2014-05,"Vedaranyam, India_Gold_M",Inactive Customers
"Delhi, India",2014-05-05,Platinum,Bills,M,50389,2014-05,"Delhi, India_Platinum_M",High-Value Customers
"Macherla, India",2014-05-05,Gold,Food,M,251850,2014-05,"Macherla, India_Gold_M",Regular Customers
"Chennai, India",2014-05-05,Silver,Food,F,242409,2014-05,"Chennai, India_Silver_F",Regular Customers
"Davanagere, India",2014-05-06,Platinum,Food,F,97397,2014-05,"Davanagere, India_Platinum_F",Regular Customers
"Ahmedabad, India",2014-05-06,Platinum,Food,F,160335,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Bengaluru, India",2014-05-06,Platinum,Bills,M,44913,2014-05,"Bengaluru, India_Platinum_M",High-Value Customers
"Delhi, India",2014-05-06,Gold,Entertainment,F,55228,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2014-05-06,Platinum,Entertainment,F,277363,2014-05,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Lucknow, India",2014-05-06,Signature,Bills,F,175963,2014-05,"Lucknow, India_Signature_F",Regular Customers
"Bengaluru, India",2014-05-06,Silver,Fuel,F,194493,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Tilhar, India",2014-05-06,Gold,Bills,M,238763,2014-05,"Tilhar, India_Gold_M",Regular Customers
"Bengaluru, India",2014-05-06,Signature,Grocery,M,211054,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Bengaluru, India",2014-05-06,Silver,Bills,F,71961,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-06,Signature,Entertainment,F,78630,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Ahmedabad, India",2014-05-06,Gold,Food,M,24982,2014-05,"Ahmedabad, India_Gold_M",High-Value Customers
"Jaipur, India",2014-05-06,Gold,Bills,F,146104,2014-05,"Jaipur, India_Gold_F",Regular Customers
"Kolkata, India",2014-05-06,Silver,Entertainment,F,119943,2014-05,"Kolkata, India_Silver_F",Regular Customers
"Greater Mumbai, India",2014-05-06,Silver,Grocery,F,291162,2014-05,"Greater Mumbai, India_Silver_F",High-Value Customers
"Kanpur, India",2014-05-06,Signature,Entertainment,M,36110,2014-05,"Kanpur, India_Signature_M",Regular Customers
"Delhi, India",2014-05-06,Silver,Bills,M,193638,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Ahmedabad, India",2014-05-06,Signature,Food,F,32787,2014-05,"Ahmedabad, India_Signature_F",High-Value Customers
"Giridih, India",2014-05-06,Silver,Food,M,33365,2014-05,"Giridih, India_Silver_M",Inactive Customers
"Ranipet, India",2014-05-06,Silver,Grocery,M,266050,2014-05,"Ranipet, India_Silver_M",Regular Customers
"Pune, India",2014-05-06,Gold,Food,F,164122,2014-05,"Pune, India_Gold_F",Regular Customers
"Bengaluru, India",2014-05-06,Silver,Food,F,92235,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Nagarkurnool, India",2014-05-06,Signature,Bills,M,67167,2014-05,"Nagarkurnool, India_Signature_M",Regular Customers
"Balangir, India",2014-05-06,Platinum,Entertainment,F,33358,2014-05,"Balangir, India_Platinum_F",Inactive Customers
"Delhi, India",2014-05-06,Platinum,Entertainment,M,89777,2014-05,"Delhi, India_Platinum_M",High-Value Customers
"Bengaluru, India",2014-05-06,Silver,Grocery,F,82474,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-06,Silver,Entertainment,F,234945,2014-05,"Delhi, India_Silver_F",High-Value Customers
"Surat, India",2014-05-06,Silver,Grocery,F,38922,2014-05,"Surat, India_Silver_F",Regular Customers
"Chennai, India",2014-05-06,Signature,Fuel,M,232113,2014-05,"Chennai, India_Signature_M",Regular Customers
"Greater Mumbai, India",2014-05-06,Gold,Bills,M,169990,2014-05,"Greater Mumbai, India_Gold_M",High-Value Customers
"Kathua, India",2014-05-06,Platinum,Entertainment,M,159463,2014-05,"Kathua, India_Platinum_M",Inactive Customers
"Kanpur, India",2014-05-06,Gold,Entertainment,F,16556,2014-05,"Kanpur, India_Gold_F",Regular Customers
"Kanpur, India",2014-05-06,Signature,Entertainment,M,150418,2014-05,"Kanpur, India_Signature_M",Regular Customers
"Delhi, India",2014-05-06,Signature,Entertainment,M,247061,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Paithan, India",2014-05-06,Gold,Bills,F,230344,2014-05,"Paithan, India_Gold_F",Regular Customers
"Hyderabad, India",2014-05-06,Gold,Fuel,M,264446,2014-05,"Hyderabad, India_Gold_M",Regular Customers
"Ahmedabad, India",2014-05-06,Gold,Food,F,295163,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Keshod, India",2014-05-06,Silver,Fuel,F,10870,2014-05,"Keshod, India_Silver_F",Inactive Customers
"Delhi, India",2014-05-06,Signature,Grocery,F,172224,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Bengaluru, India",2014-05-06,Gold,Food,F,31318,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2014-05-06,Gold,Bills,M,130308,2014-05,"Greater Mumbai, India_Gold_M",High-Value Customers
"Bengaluru, India",2014-05-06,Silver,Grocery,M,5344,2014-05,"Bengaluru, India_Silver_M",High-Value Customers
"Kolkata, India",2014-05-06,Platinum,Grocery,M,117828,2014-05,"Kolkata, India_Platinum_M",Regular Customers
"Pune, India",2014-05-06,Platinum,Entertainment,M,37021,2014-05,"Pune, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2014-05-06,Gold,Fuel,M,190762,2014-05,"Greater Mumbai, India_Gold_M",High-Value Customers
"Delhi, India",2014-05-06,Signature,Grocery,M,57585,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Bengaluru, India",2014-05-06,Platinum,Food,F,74602,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Bengaluru, India",2014-05-06,Silver,Food,F,138342,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Lalitpur, India",2014-05-07,Platinum,Grocery,F,249819,2014-05,"Lalitpur, India_Platinum_F",Regular Customers
"Hubli-Dharwad, India",2014-05-07,Platinum,Food,F,33856,2014-05,"Hubli-Dharwad, India_Platinum_F",Regular Customers
"Bengaluru, India",2014-05-07,Gold,Entertainment,M,160229,2014-05,"Bengaluru, India_Gold_M",High-Value Customers
"Kendujhar, India",2014-05-07,Platinum,Food,M,101448,2014-05,"Kendujhar, India_Platinum_M",Inactive Customers
"Ahmedabad, India",2014-05-07,Silver,Entertainment,M,188283,2014-05,"Ahmedabad, India_Silver_M",High-Value Customers
"Nautanwa, India",2014-05-07,Signature,Grocery,M,293444,2014-05,"Nautanwa, India_Signature_M",Regular Customers
"Delhi, India",2014-05-07,Platinum,Bills,F,193679,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Lucknow, India",2014-05-07,Signature,Grocery,M,113207,2014-05,"Lucknow, India_Signature_M",Regular Customers
"Chennai, India",2014-05-07,Signature,Entertainment,F,98869,2014-05,"Chennai, India_Signature_F",Regular Customers
"Ahmedabad, India",2014-05-07,Signature,Grocery,M,199635,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Lucknow, India",2014-05-07,Silver,Food,M,204983,2014-05,"Lucknow, India_Silver_M",Regular Customers
"Hyderabad, India",2014-05-07,Platinum,Food,F,49463,2014-05,"Hyderabad, India_Platinum_F",Regular Customers
"Kolkata, India",2014-05-07,Platinum,Entertainment,F,231690,2014-05,"Kolkata, India_Platinum_F",Regular Customers
"Chennai, India",2014-05-07,Silver,Fuel,M,134394,2014-05,"Chennai, India_Silver_M",Regular Customers
"Bengaluru, India",2014-05-07,Silver,Food,F,263061,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Kanpur, India",2014-05-07,Signature,Travel,M,295684,2014-05,"Kanpur, India_Signature_M",Regular Customers
"Surat, India",2014-05-07,Gold,Entertainment,M,170166,2014-05,"Surat, India_Gold_M",Regular Customers
"Athni, India",2014-05-07,Signature,Entertainment,M,222263,2014-05,"Athni, India_Signature_M",Regular Customers
"Lucknow, India",2014-05-07,Platinum,Bills,F,250413,2014-05,"Lucknow, India_Platinum_F",Regular Customers
"Delhi, India",2014-05-07,Signature,Entertainment,M,279437,2014-05,"Delhi, India_Signature_M",High-Value Customers
"Kohima, India",2014-05-07,Silver,Grocery,F,158241,2014-05,"Kohima, India_Silver_F",Inactive Customers
"Lakheri, India",2014-05-07,Signature,Fuel,F,261536,2014-05,"Lakheri, India_Signature_F",Regular Customers
"Chennai, India",2014-05-07,Platinum,Grocery,M,97386,2014-05,"Chennai, India_Platinum_M",Regular Customers
"Tadpatri, India",2014-05-07,Signature,Entertainment,F,48406,2014-05,"Tadpatri, India_Signature_F",Inactive Customers
"Bengaluru, India",2014-05-07,Silver,Food,F,18027,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2014-05-07,Silver,Fuel,F,132180,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Durg, India",2014-05-07,Platinum,Bills,F,68207,2014-05,"Durg, India_Platinum_F",Regular Customers
"Greater Mumbai, India",2014-05-07,Platinum,Food,M,49952,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2014-05-07,Signature,Entertainment,F,56345,2014-05,"Greater Mumbai, India_Signature_F",High-Value Customers
"Byasanagar, India",2014-05-07,Silver,Entertainment,F,168838,2014-05,"Byasanagar, India_Silver_F",Inactive Customers
"Bengaluru, India",2014-05-07,Signature,Bills,M,94789,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Lucknow, India",2014-05-07,Signature,Bills,M,60466,2014-05,"Lucknow, India_Signature_M",Regular Customers
"Hazaribag, India",2014-05-07,Platinum,Entertainment,F,78266,2014-05,"Hazaribag, India_Platinum_F",Inactive Customers
"Lucknow, India",2014-05-07,Silver,Bills,M,120631,2014-05,"Lucknow, India_Silver_M",Regular Customers
"Chennai, India",2014-05-07,Silver,Travel,M,217634,2014-05,"Chennai, India_Silver_M",Regular Customers
"Ahmedabad, India",2014-05-07,Silver,Fuel,F,296473,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2014-05-07,Platinum,Bills,F,158428,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2014-05-07,Signature,Bills,M,158986,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Ahmedabad, India",2014-05-07,Signature,Grocery,M,35100,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Surat, India",2014-05-07,Platinum,Bills,F,72212,2014-05,"Surat, India_Platinum_F",Regular Customers
"Hyderabad, India",2014-05-07,Platinum,Fuel,F,28167,2014-05,"Hyderabad, India_Platinum_F",Regular Customers
"Kolkata, India",2014-05-07,Signature,Travel,F,247347,2014-05,"Kolkata, India_Signature_F",Regular Customers
"Tarn Taran, India",2014-05-08,Platinum,Bills,F,113868,2014-05,"Tarn Taran, India_Platinum_F",Inactive Customers
"Kanpur, India",2014-05-08,Platinum,Bills,M,103481,2014-05,"Kanpur, India_Platinum_M",Regular Customers
"Bengaluru, India",2014-05-08,Silver,Food,F,20573,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Jalandhar, India",2014-05-08,Signature,Grocery,F,279445,2014-05,"Jalandhar, India_Signature_F",Regular Customers
"Kolkata, India",2014-05-08,Gold,Food,F,68462,2014-05,"Kolkata, India_Gold_F",Regular Customers
"Jaipur, India",2014-05-08,Silver,Food,F,49617,2014-05,"Jaipur, India_Silver_F",Regular Customers
"Jaipur, India",2014-05-08,Gold,Entertainment,F,298671,2014-05,"Jaipur, India_Gold_F",Regular Customers
"Jaipur, India",2014-05-08,Gold,Bills,M,177576,2014-05,"Jaipur, India_Gold_M",Regular Customers
"Kanpur, India",2014-05-08,Silver,Bills,M,160188,2014-05,"Kanpur, India_Silver_M",Regular Customers
"Delhi, India",2014-05-08,Silver,Bills,M,294588,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2014-05-08,Gold,Entertainment,F,258783,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2014-05-08,Gold,Bills,F,829742,2014-05,"Greater Mumbai, India_Gold_F",High-Value Customers
"Bengaluru, India",2014-05-08,Gold,Food,F,201926,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Ahmedabad, India",2014-05-08,Platinum,Grocery,F,118068,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Bengaluru, India",2014-05-08,Signature,Fuel,M,61956,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Delhi, India",2014-05-08,Silver,Fuel,M,150749,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Habra, India",2014-05-08,Gold,Food,M,8487,2014-05,"Habra, India_Gold_M",Inactive Customers
"Delhi, India",2014-05-08,Platinum,Entertainment,F,284968,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Sangrur, India",2014-05-08,Platinum,Entertainment,M,256038,2014-05,"Sangrur, India_Platinum_M",Regular Customers
"Simdega, India",2014-05-08,Platinum,Fuel,F,133036,2014-05,"Simdega, India_Platinum_F",Regular Customers
"Delhi, India",2014-05-08,Gold,Fuel,M,48863,2014-05,"Delhi, India_Gold_M",High-Value Customers
"Bengaluru, India",2014-05-08,Silver,Fuel,F,282058,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2014-05-08,Gold,Food,F,194361,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Sangaria, India",2014-05-08,Gold,Bills,F,201228,2014-05,"Sangaria, India_Gold_F",Regular Customers
"Hyderabad, India",2014-05-08,Silver,Entertainment,F,98883,2014-05,"Hyderabad, India_Silver_F",Regular Customers
"Kanpur, India",2014-05-08,Gold,Bills,M,19975,2014-05,"Kanpur, India_Gold_M",Regular Customers
"Palwancha, India",2014-05-08,Silver,Food,F,61957,2014-05,"Palwancha, India_Silver_F",Regular Customers
"Delhi, India",2014-05-08,Platinum,Food,M,236917,2014-05,"Delhi, India_Platinum_M",High-Value Customers
"Pune, India",2014-05-08,Signature,Fuel,F,272935,2014-05,"Pune, India_Signature_F",Regular Customers
"Delhi, India",2014-05-08,Gold,Bills,F,108664,2014-05,"Delhi, India_Gold_F",High-Value Customers
"Ahmedabad, India",2014-05-08,Gold,Food,F,201118,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Lucknow, India",2014-05-08,Gold,Food,F,57441,2014-05,"Lucknow, India_Gold_F",Regular Customers
"Vasai-Virar, India",2014-05-08,Signature,Food,F,295301,2014-05,"Vasai-Virar, India_Signature_F",Regular Customers
"Hyderabad, India",2014-05-08,Silver,Food,F,170162,2014-05,"Hyderabad, India_Silver_F",Regular Customers
"Bengaluru, India",2014-05-08,Silver,Bills,F,2741,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2014-05-08,Platinum,Food,F,110251,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Bengaluru, India",2014-05-08,Silver,Food,F,115086,2014-05,"Bengaluru, India_Silver_F",High-Value Customers
"Bengaluru, India",2014-05-08,Gold,Grocery,F,213084,2014-05,"Bengaluru, India_Gold_F",High-Value Customers
"Bengaluru, India",2014-05-08,Signature,Bills,M,30710,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Delhi, India",2014-05-08,Signature,Grocery,F,123672,2014-05,"Delhi, India_Signature_F",High-Value Customers
"Delhi, India",2014-05-09,Silver,Grocery,M,69259,2014-05,"Delhi, India_Silver_M",High-Value Customers
"Delhi, India",2014-05-09,Platinum,Grocery,F,228553,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Lucknow, India",2014-05-09,Signature,Bills,F,155391,2014-05,"Lucknow, India_Signature_F",Regular Customers
"Bengaluru, India",2014-05-09,Signature,Food,M,147072,2014-05,"Bengaluru, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2014-05-09,Gold,Bills,F,155305,2014-05,"Greater Mumbai, India_Gold_F",High-Value Customers
"Kolkata, India",2014-05-09,Signature,Grocery,F,47909,2014-05,"Kolkata, India_Signature_F",Regular Customers
"Ahmedabad, India",2014-05-09,Silver,Food,F,199608,2014-05,"Ahmedabad, India_Silver_F",High-Value Customers
"Pilkhuwa, India",2014-05-09,Signature,Grocery,M,267811,2014-05,"Pilkhuwa, India_Signature_M",Regular Customers
"Ahmedabad, India",2014-05-09,Platinum,Bills,F,145531,2014-05,"Ahmedabad, India_Platinum_F",High-Value Customers
"Surat, India",2014-05-09,Silver,Fuel,F,47223,2014-05,"Surat, India_Silver_F",Regular Customers
"Naugawan Sadat, India",2014-05-09,Signature,Fuel,M,240644,2014-05,"Naugawan Sadat, India_Signature_M",Inactive Customers
"Greater Mumbai, India",2014-05-09,Platinum,Fuel,M,83518,2014-05,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2014-05-09,Gold,Fuel,M,255499,2014-05,"Greater Mumbai, India_Gold_M",High-Value Customers
"Ahmedabad, India",2014-05-09,Signature,Food,M,236662,2014-05,"Ahmedabad, India_Signature_M",High-Value Customers
"Sanand, India",2014-05-09,Platinum,Fuel,M,148684,2014-05,"Sanand, India_Platinum_M",Inactive Customers
"Delhi, India",2014-05-09,Platinum,Grocery,F,239383,2014-05,"Delhi, India_Platinum_F",High-Value Customers
"Kanpur, India",2014-05-09,Platinum,Food,M,107766,2014-05,"Kanpur, India_Platinum_M",Regular Customers
"Kolkata, India",2014-05-09,Platinum,Bills,M,28954,2014-05,"Kolkata, India_Platinum_M",Regular Customers
"Pune, India",2014-05-09,Platinum,Bills,M,134178,2014-05,"Pune, India_Platinum_M",Regular Customers
"Bengaluru, India",2014-05-09,Platinum,Bills,F,131477,2014-05,"Bengaluru, India_Platinum_F",High-Value Customers
"Pune, India",2014-05-09,Platinum,Bills,M,61026,2014-05,"Pune, India_Platinum_M",Regular Customers
"Ahmedabad, India",2014-05-09,Gold,Grocery,F,56117,2014-05,"Ahmedabad, India_Gold_F",High-Value Customers
"Bellampalle, India",2014-05-09,Silver,Grocery,M,181960,2014-05,"Bellampalle, India_Silver_M",Inactive Customers
"Jangaon, India",2014-05-09,Silver,Food,F,146166,2014-05,"Jangaon, India_Silver_F",Regular Customers
